Zip,Count
24540,4
24541,5
24557,1
24558,3
24588,1
24592,3
24602,13
24612,1
24613,2
24630,22
24651,13
24701,2
24731,3
24901,3
25045,8
25143,4
25159,10
25160,1
25177,1
25186,1
25260,1
25271,1
25301,21
25401,24
25425,2
25428,5
25442,1
25507,8
25526,8
25560,3
25601,1
25639,1
25701,10
25703,13
25801,1
25840,1
25871,8
26031,1
26041,2
26062,2
26101,9
26104,1
26149,2
26150,1
26201,6
26217,1
26241,13
26330,1
26343,1
26505,23
26534,1
26559,1
26651,2
26714,1
26719,1
26753,4
27012,1
27020,1
27028,2
27030,2
27040,2
27041,1
27048,11
27055,1
27101,5
27104,1
27106,5
27110,30
27201,5
27203,2
27215,2
27252,1
27260,19
27265,3
27278,1
27284,2
27288,1
27292,3
27295,12
27320,1
27325,3
27330,8
27332,3
27344,2
27349,8
27358,5
27360,5
27376,3
27401,79
27403,3
27405,1
27406,1
27407,3
27408,1
27409,3
27410,6
27501,1
27502,2
27510,23
27511,3
27513,24
27514,2
27516,1
27518,3
27519,7
27520,5
27521,2
27522,1
27523,23
27526,14
27529,2
27530,7
27531,6
27534,1
27536,3
27539,1
27540,8
27542,3
27545,2
27546,2
27549,2
27560,5
27563,1
27569,1
27577,5
27587,7
27596,3
27597,4
27601,114
27603,17
27604,14
27605,2
27606,14
27607,4
27608,2
27609,22
27612,1
27613,7
27615,4
27616,12
27701,27
27704,5
27705,6
27707,3
27709,9
27713,1
27803,1
27822,1
27828,1
27829,2
27831,1
27834,19
27849,1
27858,1
27878,2
27889,1
27893,29
27909,1
27925,1
27948,1
27949,13
27954,5
28001,1
28012,4
28017,1
28025,17
28027,6
28033,1
28034,4
28036,4
28037,14
28039,8
28052,1
28054,19
28078,6
28079,1
28080,2
28083,4
28086,3
28092,5
28097,1
28104,18
28105,3
28107,1
28108,4
28110,11
28112,7
28115,8
28117,9
28120,3
28134,7
28138,3
28147,2
28150,2
28159,4
28163,2
28173,12
28174,1
28202,262
28203,8
28204,25
28205,1
28206,4
28207,2
28208,2
28209,1
28210,4
28211,4
28213,3
28215,8
28216,2
28217,13
28226,4
28227,6
28262,31
28273,14
28277,10
28278,7
28301,41
28304,6
28305,1
28306,5
28314,2
28315,3
28328,1
28333,2
28334,6
28352,1
28358,2
28366,1
28372,2
28374,3
28376,4
28379,3
28387,2
28390,1
28399,1
28401,50
28403,6
28409,3
28411,1
28412,1
28425,2
28432,2
28443,1
28451,3
28460,8
28462,1
28464,1
28465,3
28468,8
28470,18
28472,1
28480,1
28501,7
28504,1
28513,4
28518,2
28519,7
28532,4
28540,1
28543,2
28547,1
28551,1
28557,7
28562,9
28580,1
28584,13
28590,2
28601,6
28604,1
28607,7
28609,3
28625,5
28626,1
28638,1
28642,3
28645,3
28655,1
28659,1
28660,1
28675,1
28677,4
28697,2
28711,9
28712,4
28714,3
28726,2
28739,2
28771,2
28778,1
28779,6
28786,2
28787,1
28801,29
28803,2
28906,1
29015,1
29040,1
29053,21
29063,2
29072,9
29073,9
29102,8
29108,1
29115,1
29127,1
29130,2
29150,4
29163,1
29169,5
29170,3
29202,9
29203,1
29204,6
29208,36
29209,3
29210,6
29212,6
29223,1
29229,9
29303,1
29316,2
29323,2
29333,17
29334,1
29340,4
29341,1
29365,7
29401,87
29403,1
29405,17
29406,1
29407,2
29410,1
29412,9
29418,2
29423,5
29440,5
29445,5
29456,2
29458,1
29461,4
29464,11
29466,8
29468,1
29470,1
29483,17
29485,3
29501,27
29505,1
29520,2
29526,7
29546,2
29556,2
29560,1
29566,4
29571,2
29574,1
29575,1
29576,4
29577,27
29579,10
29582,12
29585,17
29588,1
29601,25
29605,5
29607,9
29613,1
29614,9
29621,6
29624,3
29625,1
29634,3
29643,2
29644,1
29649,1
29650,5
29662,3
29671,1
29673,5
29681,16
29685,1
29687,9
29690,1
29707,1
29710,6
29712,3
29715,4
29720,5
29730,2
29733,29
29801,3
29824,1
29841,3
29904,5
29905,1
29906,2
29907,1
29910,5
29920,1
29924,1
29927,2
29928,4
29935,1
30002,1
30004,49
30005,40
30008,25
30009,139
30011,3
30013,29
30014,28
30016,26
30017,18
30019,25
30021,5
30022,77
30024,35
30025,14
30028,2
30030,124
30032,8
30033,6
30034,8
30035,12
30038,12
30039,18
30040,23
30041,91
30043,10
30044,62
30045,36
30046,185
30047,22
30052,103
30058,44
30060,269
30062,13
30064,15
30066,43
30067,16
30068,14
30070,1
30071,76
30075,88
30076,23
30078,66
30079,6
30080,63
30082,6
30083,62
30084,35
30087,22
30088,11
30092,25
30093,72
30094,2
30096,39
30097,126
30101,49
30102,15
30106,45
30107,7
30114,47
30115,8
30116,1
30117,9
30118,13
30120,22
30121,1
30122,13
30125,2
30126,42
30127,28
30132,14
30134,112
30135,22
30141,36
30143,4
30144,68
30149,2
30152,5
30153,5
30157,58
30161,13
30165,1
30168,5
30173,5
30179,38
30180,26
30188,54
30189,48
30204,13
30213,2
30214,52
30223,26
30224,23
30228,9
30233,4
30236,63
30238,3
30240,1
30241,8
30248,3
30252,2
30253,74
30260,21
30263,73
30265,11
30269,69
30273,4
30274,71
30276,9
30277,3
30281,100
30286,6
30290,2
30291,13
30294,9
30296,19
30297,18
30303,2051
30305,46
30306,14
30307,14
30308,46
30309,169
30310,3
30311,20
30312,24
30313,3
30316,22
30317,26
30318,29
30319,16
30322,13
30324,27
30326,24
30327,29
30328,35
30329,15
30331,18
30332,2
30336,1
30337,15
30338,32
30339,25
30340,6
30341,39
30342,64
30344,29
30345,1
30346,46
30349,38
30350,18
30354,13
30360,26
30363,8
30401,25
30411,1
30417,1
30427,6
30453,1
30460,6
30461,5
30470,5
30501,38
30504,8
30506,1
30513,10
30517,1
30518,62
30519,1
30521,1
30523,1
30529,4
30533,1
30534,7
30535,2
30540,5
30542,8
30548,3
30549,4
30563,2
30567,1
30577,7
30602,1
30605,1
30606,2
30607,1
30609,85
30620,3
30625,3
30628,6
30635,1
30642,3
30643,2
30650,3
30655,42
30656,5
30666,1
30667,1
30680,28
30701,12
30705,4
30720,17
30726,9
30728,1
30736,16
30741,2
30742,16
30756,1
30813,2
30906,1
30907,4
30909,14
30912,72
31015,1
31023,2
31024,12
31029,3
31030,2
31037,28
31061,4
31064,4
31069,8
31082,1
31088,19
31204,6
31206,1
31207,41
31313,3
31322,3
31326,5
31401,56
31405,1
31406,7
31409,9
31411,1
31419,4
31501,2
31510,3
31520,15
31523,12
31525,1
31535,2
31539,1
31545,1
31547,1
31548,5
31639,10
31698,23
31701,9
31707,7
31714,2
31730,1
31749,3
31750,4
31757,4
31763,1
31768,7
31774,2
31781,2
31794,8
31901,45
31909,2
32003,1
32008,3
32034,3
32038,4
32043,2
32046,2
32052,7
32053,1
32055,5
32059,7
32063,7
32064,1
32065,2
32068,1
32073,21
32080,3
32081,3
32082,1
32084,20
32086,5
32091,7
32092,4
32095,1
32097,3
32102,3
32114,9
32117,2
32118,105
32119,6
32127,1
32128,1
32129,16
32131,7
32132,13
32136,2
32137,19
32141,5
32159,3
32162,38
32164,3
32168,4
32174,1
32176,14
32179,1
32180,1
32202,230
32204,4
32205,13
32207,38
32208,6
32209,4
32211,2
32212,3
32216,2
32218,5
32222,14
32223,2
32224,5
32225,14
32244,7
32246,12
32250,8
32254,1
32257,6
32258,2
32266,1
32277,13
32301,2
32303,1
32304,19
32308,8
32312,4
32321,5
32327,8
32340,3
32347,6
32399,131
32401,18
32403,1
32405,2
32407,20
32424,2
32425,4
32427,1
32431,2
32433,12
32440,1
32459,1
32463,1
32501,38
32503,1
32505,4
32508,1
32511,10
32526,7
32534,6
32536,3
32539,1
32541,6
32547,1
32548,8
32566,15
32571,4
32578,4
32579,1
32583,13
32601,39
32603,10
32605,1
32607,3
32609,1
32612,15
32640,1
32643,3
32656,2
32696,2
32701,55
32703,33
32707,15
32708,30
32712,2
32713,17
32714,24
32720,68
32724,1
32725,28
32726,6
32732,8
32736,5
32738,5
32744,1
32746,84
32750,2
32751,41
32757,7
32763,21
32764,1
32765,30
32766,1
32771,62
32773,4
32776,5
32778,2
32779,4
32780,2
32784,5
32789,30
32792,50
32796,14
32798,4
32801,960
32803,12
32804,8
32806,4
32808,3
32809,11
32810,36
32811,8
32812,37
32814,11
32817,7
32818,13
32819,14
32820,4
32821,3
32822,27
32824,7
32825,27
32826,9
32827,10
32828,46
32830,1
32832,8
32833,10
32835,41
32837,48
32839,21
32901,39
32903,1
32904,6
32905,12
32907,3
32908,2
32909,2
32920,5
32922,19
32926,4
32927,14
32931,3
32934,5
32935,4
32937,11
32940,2
32952,2
32953,7
32955,8
32958,7
32960,31
32962,1
32966,2
32967,3
33004,17
33009,63
33010,38
33012,75
33013,100
33014,73
33015,44
33016,29
33018,11
33019,27
33020,158
33021,78
33023,177
33024,99
33025,79
33026,15
33027,54
33028,25
33029,34
33030,52
33032,7
33033,11
33037,12
33039,25
33040,35
33043,1
33051,3
33054,17
33055,12
33056,46
33060,44
33062,17
33063,68
33064,21
33065,257
33066,16
33067,6
33068,87
33069,6
33070,10
33071,11
33073,15
33076,24
33122,17
33125,66
33126,24
33127,9
33128,1715
33129,9
33130,60
33131,48
33132,14
33133,20
33134,79
33135,1
33136,19
33137,4
33138,7
33139,123
33140,10
33141,33
33142,20
33143,38
33144,97
33145,16
33146,122
33147,30
33149,4
33150,14
33154,7
33155,21
33156,77
33157,30
33158,38
33160,44
33161,28
33162,71
33165,36
33166,25
33167,13
33168,9
33169,25
33172,57
33173,14
33174,8
33175,27
33176,52
33177,46
33178,10
33179,20
33180,109
33181,18
33183,44
33184,71
33185,5
33186,81
33187,12
33189,37
33193,36
33194,25
33196,54
33301,480
33304,47
33305,21
33306,1
33308,32
33309,71
33311,33
33312,9
33313,38
33314,32
33315,9
33316,35
33317,124
33319,44
33321,41
33322,16
33323,182
33324,29
33325,18
33326,36
33327,35
33328,35
33330,12
33331,15
33332,10
33334,66
33351,66
33401,265
33403,2
33404,4
33405,15
33406,7
33407,14
33408,13
33409,29
33410,90
33411,70
33412,4
33413,4
33414,73
33415,14
33417,40
33418,6
33426,4
33428,36
33430,10
33431,31
33432,238
33433,47
33434,46
33435,42
33436,20
33437,20
33440,3
33441,36
33442,36
33444,166
33445,75
33446,11
33455,1
33458,9
33460,60
33461,10
33462,8
33463,30
33467,45
33470,9
33477,28
33478,5
33480,47
33483,2
33484,6
33486,1
33487,10
33496,16
33498,3
33510,141
33511,89
33521,2
33523,2
33525,14
33534,4
33542,31
33543,15
33544,3
33545,2
33548,2
33549,6
33556,6
33558,11
33559,32
33563,38
33565,3
33566,4
33569,7
33572,2
33573,6
33576,31
33578,41
33579,6
33584,7
33592,3
33594,30
33596,17
33602,1073
33603,62
33604,29
33605,5
33606,21
33607,9
33609,2
33610,2
33611,1
33612,31
33613,3
33614,12
33615,33
33617,35
33618,12
33619,3
33620,5
33624,6
33625,11
33626,20
33629,6
33634,1
33635,10
33637,15
33647,50
33701,133
33702,3
33703,1
33704,8
33705,2
33706,2
33707,27
33709,2
33710,11
33711,10
33712,18
33713,30
33714,2
33716,2
33755,4
33756,82
33759,2
33760,2
33761,12
33762,1
33763,4
33764,6
33765,25
33767,10
33770,76
33771,2
33772,10
33773,9
33776,4
33777,5
33778,11
33781,32
33782,3
33801,4
33803,117
33805,1
33812,1
33813,5
33815,14
33823,13
33830,15
33837,13
33839,5
33843,44
33844,49
33848,7
33852,4
33853,20
33859,4
33870,16
33873,3
33877,2
33880,2
33881,63
33884,15
33897,13
33901,120
33903,10
33904,58
33905,7
33907,21
33908,4
33909,9
33912,2
33913,8
33914,1
33916,4
33920,3
33922,1
33928,2
33935,7
33936,2
33948,8
33950,5
33952,14
33953,8
33966,19
33967,9
33971,4
33973,1
33974,4
33976,14
33981,6
33983,5
33990,12
33993,3
34102,64
34103,14
34105,1
34108,1
34109,6
34110,5
34112,5
34114,2
34116,20
34117,2
34119,1
34120,2
34134,3
34135,5
34137,1
34140,10
34142,1
34145,3
34202,10
34203,6
34205,79
34207,1
34208,2
34209,9
34211,11
34212,1
34216,1
34219,5
34222,8
34223,24
34224,17
34231,7
34232,18
34233,1
34234,4
34237,103
34239,3
34243,1
34266,26
34275,1
34285,30
34286,2
34287,15
34288,4
34289,4
34293,4
34420,5
34428,10
34431,1
34432,6
34433,1
34434,1
34442,1
34446,8
34450,2
34452,22
34465,3
34471,63
34472,6
34473,2
34475,6
34476,1
34480,1
34481,1
34488,2
34601,1
34604,2
34606,32
34607,2
34608,21
34609,10
34614,2
34638,3
34639,60
34652,53
34653,6
34654,8
34655,1
34667,34
34668,15
34669,1
34677,8
34679,1
34681,3
34683,67
34684,8
34685,3
34688,53
34689,51
34690,23
34695,1
34698,6
34711,49
34714,18
34715,4
34741,182
34743,15
34744,19
34746,3
34747,24
34748,43
34758,23
34759,2
34760,9
34761,11
34769,29
34771,1
34785,1
34786,12
34787,12
34788,8
34945,1
34949,3
34950,8
34952,10
34953,9
34957,2
34974,6
34981,1
34982,2
34983,5
34984,116
34986,3
34987,2
34990,2
34994,40
34996,10
34997,12
35004,9
35007,7
35010,1
35020,7
35043,1
35045,5
35055,3
35080,3
35085,2
35112,1
35115,4
35119,4
35120,3
35121,1
35124,2
35125,1
35127,7
35128,2
35160,17
35180,1
35203,152
35205,2
35208,2
35209,1
35210,11
35215,13
35216,7
35217,1
35218,1
35221,6
35222,2
35228,1
35229,2
35233,21
35234,2
35235,2
35242,9
35243,1
35244,5
35404,1
35444,1
35476,19
35555,2
35580,1
35581,9
35594,4
35601,32
35603,1
35614,1
35630,5
35640,5
35650,9
35654,1
35660,9
35739,1
35749,1
35750,4
35758,1
35763,1
35773,1
35801,23
35805,1
35824,1
35901,3
35904,16
35905,1
35906,2
35950,6
35951,3
35954,4
35956,1
35967,14
35980,5
35986,4
36022,1
36054,7
36066,6
36067,1
36078,1
36082,24
36088,5
36092,13
36106,3
36107,32
36108,3
36111,1
36116,3
36201,1
36203,10
36264,3
36272,2
36303,11
36305,1
36320,1
36322,14
36330,3
36360,8
36362,2
36421,1
36460,2
36502,1
36527,3
36535,16
36542,4
36553,15
36559,1
36567,3
36572,2
36578,2
36582,6
36602,10
36608,11
36609,1
36688,2
36693,3
36701,7
36744,5
36785,6
36801,3
36832,3
36849,4
36853,1
36860,2
36862,3
36867,1
36870,9
37013,2
37015,6
37027,2
37030,1
37034,4
37036,1
37040,10
37042,2
37055,2
37064,15
37066,17
37067,2
37069,13
37072,6
37073,4
37075,9
37076,1
37083,1
37086,5
37087,19
37090,2
37095,1
37110,2
37122,6
37127,2
37130,6
37132,34
37138,19
37160,3
37167,6
37171,1
37172,1
37174,21
37179,2
37180,3
37183,1
37185,7
37188,4
37190,2
37203,37
37204,2
37206,2
37207,4
37208,1
37209,3
37210,1
37211,25
37213,1
37216,2
37217,1
37219,121
37221,2
37240,8
37303,4
37307,13
37310,1
37311,12
37315,2
37327,18
37338,1
37343,1
37347,5
37354,4
37355,9
37357,2
37369,1
37373,1
37379,4
37388,6
37402,137
37403,5
37407,1
37409,1
37412,3
37415,3
37421,29
37614,20
37616,5
37617,2
37620,2
37641,9
37642,1
37643,7
37645,1
37659,4
37660,26
37663,3
37701,40
37716,3
37722,2
37723,1
37725,1
37738,1
37754,1
37760,2
37763,3
37766,1
37771,2
37772,1
37774,1
37804,1
37814,4
37821,4
37830,7
37854,1
37857,3
37860,14
37862,2
37863,3
37865,3
37876,12
37902,78
37916,8
37917,1
37922,4
37934,1
38002,1
38004,1
38011,2
38016,11
38017,2
38018,3
38019,6
38028,1
38036,1
38054,2
38058,3
38060,5
38103,431
38104,1
38107,1
38109,5
38111,4
38112,2
38115,9
38116,1
38117,3
38118,3
38119,1
38120,11
38126,2
38128,2
38132,7
38133,2
38134,20
38138,16
38141,10
38152,1
38201,1
38225,1
38242,1
38255,1
38257,7
38261,2
38301,8
38320,7
38341,6
38343,2
38344,1
38351,2
38372,1
38401,7
38425,4
38464,1
38478,1
38501,2
38505,1
38555,2
38569,2
38578,4
38579,1
38585,2
38601,8
38614,5
38632,1
38652,2
38654,15
38668,4
38671,32
38672,4
38673,1
38677,15
38701,1
38751,1
38804,6
38821,2
38829,2
38834,6
38863,1
38866,5
38901,1
38930,1
39047,6
39056,3
39083,5
39090,2
39092,28
39110,24
39157,1
39168,40
39201,91
39202,1
39203,3
39208,3
39216,2
39232,1
39342,2
39350,1
39367,1
39406,14
39440,8
39452,14
39466,1
39501,8
39503,28
39525,16
39530,11
39531,1
39532,7
39540,1
39553,3
39560,2
39563,2
39565,10
39567,1
39576,2
39577,1
39705,4
39743,1
39759,3
39762,1
39817,1
39828,5
39854,2
40026,1
40031,4
40059,1
40065,7
40108,2
40155,3
40165,2
40202,5
40203,123
40205,20
40207,3
40214,8
40215,2
40216,4
40217,8
40218,1
40219,6
40220,4
40228,2
40241,4
40245,1
40258,2
40324,2
40330,5
40336,4
40342,1
40356,18
40359,1
40361,5
40383,1
40391,1
40404,4
40422,1
40475,12
40484,3
40504,6
40506,17
40509,4
40513,1
40517,57
40601,1
40604,2
40740,10
40741,20
40769,1
40828,1
40906,1
40965,8
41001,1
41004,1
41005,3
41007,1
41008,1
41011,2
41014,3
41016,2
41017,12
41018,2
41034,1
41042,47
41046,9
41048,8
41051,4
41063,1
41071,1
41073,2
41074,12
41076,2
41080,1
41086,1
41092,1
41099,3
41101,3
41143,3
41146,1
41149,4
41171,3
41174,7
41332,4
41465,1
41472,1
41501,3
42001,1
42003,10
42064,4
42066,98
42071,8
42101,35
42104,1
42127,14
42141,1
42240,13
42276,1
42303,24
42354,17
42420,3
42431,2
42464,1
42503,1
42533,7
42701,21
42728,1
42754,4
42776,4
43002,6
43003,26
43004,5
43011,1
43015,9
43016,3
43017,10
43021,1
43026,16
43028,1
43031,2
43035,5
43040,15
43046,2
43050,19
43054,3
43055,5
43061,1
43062,1
43065,5
43066,2
43068,29
43074,2
43078,1
43081,10
43082,16
43085,15
43103,9
43105,1
43107,5
43110,4
43113,3
43119,1
43123,21
43125,4
43130,12
43136,1
43138,1
43140,1
43143,1
43147,19
43160,11
43162,3
43201,77
43202,1
43203,1
43204,8
43206,11
43207,1
43209,4
43211,1
43212,15
43213,6
43214,14
43215,270
43219,4
43220,2
43221,3
43223,5
43224,22
43227,1
43228,11
43229,10
43230,15
43231,80
43232,1
43235,3
43240,8
43302,3
43311,2
43326,2
43351,1
43402,3
43403,3
43431,1
43439,4
43458,2
43465,1
43506,9
43512,9
43537,3
43545,3
43551,1
43558,1
43569,1
43606,1
43610,4
43611,9
43614,1
43615,1
43616,2
43620,42
43701,18
43723,1
43725,9
43731,4
43762,2
43783,2
43793,2
43812,2
43832,1
43844,6
43910,3
43915,1
43920,2
43931,2
43934,14
43935,4
43950,6
43971,1
44004,8
44012,5
44022,1
44023,6
44024,9
44026,7
44035,23
44039,7
44041,1
44044,3
44045,3
44046,7
44047,14
44052,33
44053,2
44054,1
44056,2
44060,67
44062,3
44065,2
44067,4
44070,4
44072,1
44074,7
44077,36
44084,3
44085,4
44087,18
44092,2
44095,6
44102,3
44103,11
44105,1
44106,23
44107,14
44109,11
44111,3
44112,14
44113,2380
44114,8
44115,2
44116,1
44118,24
44120,4
44121,37
44122,8
44123,1
44124,37
44125,8
44126,3
44127,28
44129,30
44130,15
44131,8
44133,10
44134,18
44135,5
44136,4
44137,3
44138,6
44139,25
44140,1
44141,1
44142,15
44143,48
44145,45
44146,3
44147,3
44149,7
44202,25
44203,22
44212,23
44216,3
44221,12
44223,2
44224,4
44231,2
44233,3
44234,1
44236,9
44240,11
44241,15
44243,9
44250,1
44255,1
44256,34
44264,2
44266,34
44281,3
44288,2
44302,1
44303,1
44304,1
44305,3
44306,5
44307,7
44308,119
44313,12
44314,15
44319,50
44321,5
44333,6
44406,2
44425,1
44429,1
44432,1
44444,6
44460,7
44473,11
44484,1
44485,24
44503,12
44509,3
44511,6
44512,49
44515,7
44601,1
44606,1
44612,1
44614,1
44622,3
44632,10
44640,1
44641,6
44643,5
44646,4
44657,2
44663,10
44667,1
44670,1
44671,1
44685,3
44691,11
44702,78
44703,2
44704,1
44705,3
44708,4
44709,15
44710,3
44718,1
44720,2
44721,3
44805,4
44811,9
44820,2
44833,8
44837,1
44838,2
44846,1
44857,3
44870,11
44883,2
44889,1
44902,30
44906,1
45005,5
45011,4
45013,4
45014,34
45015,31
45030,1
45036,25
45040,7
45044,32
45050,3
45056,4
45069,13
45101,1
45102,18
45103,12
45106,7
45107,2
45111,5
45121,2
45133,4
45140,8
45150,2
45152,3
45154,1
45177,3
45202,3
45205,1
45207,167
45208,1
45212,5
45213,1
45214,9
45216,14
45217,17
45219,1
45220,2
45224,2
45225,1
45230,8
45231,1
45236,4
45237,1
45239,1
45240,2
45241,4
45242,7
45243,14
45245,14
45246,31
45248,1
45251,1
45255,3
45308,1
45309,1
45318,1
45322,3
45324,5
45325,6
45331,3
45342,4
45344,2
45350,2
45356,3
45363,1
45365,3
45371,3
45373,5
45377,2
45383,2
45385,4
45402,46
45403,1
45410,14
45417,1
45419,1
45424,10
45426,1
45428,1
45429,8
45430,3
45431,3
45432,2
45439,8
45459,32
45503,2
45505,1
45506,27
45601,1
45628,4
45640,2
45662,4
45663,3
45669,7
45690,1
45692,1
45694,13
45701,4
45750,1
45764,2
45770,5
45801,5
45804,16
45810,1
45817,1
45822,3
45833,17
45840,11
45862,3
45871,2
45875,1
45879,1
45895,9
46012,1
46016,1
46017,1
46031,1
46032,2
46033,11
46034,3
46037,3
46038,5
46040,4
46041,1
46044,2
46052,1
46055,1
46062,4
46072,4
46074,1
46111,2
46112,3
46113,2
46122,1
46123,16
46140,23
46143,15
46151,3
46158,9
46168,1
46173,1
46176,5
46202,1
46203,2
46204,131
46205,17
46208,2
46217,2
46218,20
46219,1
46221,3
46222,1
46224,1
46225,9
46226,2
46227,1
46234,1
46235,4
46236,1
46237,1
46239,2
46240,4
46250,2
46254,1
46260,4
46303,2
46307,1
46310,2
46311,12
46312,3
46319,2
46321,10
46322,4
46323,2
46324,1
46327,3
46342,23
46350,16
46360,3
46365,1
46368,3
46373,4
46375,1
46381,1
46383,1
46385,8
46391,1
46394,9
46402,8
46403,1
46406,2
46410,1
46516,7
46530,2
46544,6
46545,16
46556,2
46563,1
46580,18
46601,1
46617,14
46750,3
46761,3
46765,1
46781,2
46802,18
46807,1
46808,1
46825,31
46901,2
46953,18
46960,1
46970,1
46975,6
46987,11
46992,9
47012,2
47017,4
47035,7
47040,1
47042,1
47112,4
47129,7
47130,17
47150,23
47170,1
47201,10
47220,1
47240,9
47250,2
47265,1
47274,6
47304,1
47305,3
47306,5
47331,2
47348,1
47362,2
47368,1
47374,5
47401,13
47403,14
47405,44
47433,1
47454,6
47514,1
47546,3
47586,1
47591,2
47601,2
47630,7
47708,28
47710,2
47711,13
47715,1
47725,9
47807,3
47809,12
47834,10
47872,12
47901,15
47918,2
47933,4
47960,1
47978,7
48001,2
48003,1
48009,29
48015,52
48017,19
48021,17
48023,1
48025,8
48026,9
48027,3
48030,10
48033,13
48034,17
48035,18
48036,11
48038,10
48040,1
48044,62
48045,11
48047,16
48050,2
48051,16
48054,5
48060,9
48066,33
48067,104
48071,11
48072,3
48073,28
48075,44
48076,25
48080,6
48081,15
48084,62
48085,18
48088,9
48089,9
48091,14
48092,13
48093,17
48097,2
48098,10
48101,12
48103,1
48104,56
48105,13
48108,1
48109,1
48111,23
48116,9
48117,2
48118,2
48120,13
48122,5
48124,13
48126,76
48127,18
48128,6
48131,1
48134,9
48135,9
48138,7
48141,8
48144,1
48146,18
48150,43
48152,1
48154,1
48160,8
48161,2
48162,11
48164,1
48166,1
48167,41
48168,13
48169,2
48170,2
48173,5
48174,17
48178,3
48180,41
48183,11
48185,63
48186,2
48187,49
48192,4
48193,7
48195,15
48197,4
48198,9
48201,1
48202,17
48204,8
48206,4
48207,3
48208,2
48211,6
48212,6
48213,1
48215,11
48216,1
48219,21
48220,25
48221,14
48225,4
48226,596
48228,5
48229,6
48230,3
48234,15
48235,3
48236,2
48237,6
48239,27
48240,10
48301,2
48302,6
48304,1
48307,25
48309,23
48310,3
48312,40
48313,3
48314,8
48315,29
48316,16
48317,15
48320,5
48322,8
48323,12
48326,22
48327,4
48328,4
48329,19
48331,4
48334,22
48335,25
48340,24
48341,32
48342,6
48346,3
48348,3
48350,1
48356,4
48359,45
48362,12
48363,10
48371,15
48374,3
48375,18
48377,1
48381,3
48382,7
48383,2
48386,6
48390,5
48411,1
48412,12
48413,4
48423,9
48428,1
48430,24
48433,13
48437,1
48439,4
48442,2
48446,19
48453,1
48473,5
48475,1
48502,49
48503,1
48506,4
48507,7
48509,2
48519,13
48532,4
48602,46
48603,4
48607,5
48611,8
48617,6
48624,1
48629,2
48640,18
48642,17
48703,1
48706,15
48708,1
48722,10
48726,1
48730,2
48739,1
48766,1
48768,4
48801,2
48813,3
48823,6
48825,18
48827,4
48834,1
48840,1
48843,1
48847,1
48855,1
48858,8
48864,9
48867,2
48875,1
48879,2
48895,1
48910,3
48911,4
48915,7
48917,1
48933,28
49001,1
49002,14
49004,1
49006,2
49007,37
49022,12
49037,8
49038,1
49048,1
49058,2
49068,1
49078,1
49079,3
49080,1
49085,17
49091,1
49093,2
49098,4
49106,1
49120,1
49127,2
49202,2
49203,2
49221,32
49230,2
49242,1
49254,2
49286,10
49315,1
49321,3
49327,1
49332,17
49341,1
49348,3
49401,1
49412,1
49418,2
49423,5
49424,3
49426,1
49428,2
49431,5
49440,13
49441,3
49444,2
49455,1
49456,1
49458,1
49460,1
49464,3
49503,68
49504,1
49506,4
49507,5
49509,3
49512,2
49519,1
49534,12
49546,3
49548,1
49615,1
49618,14
49626,1
49657,2
49663,13
49684,10
49690,2
49707,1
49720,13
49721,2
49735,1
49765,1
49766,2
49770,8
49783,3
49802,1
49855,1
49858,1
49908,8
49915,2
49918,1
49931,1
49938,2
50011,1
50014,9
50023,5
50058,1
50158,4
50213,10
50263,2
50265,1
50273,3
50309,2
50312,1
50313,2
50316,14
50317,1
50322,1
50401,2
50428,1
50438,1
50501,1
50588,2
50622,1
50677,2
50701,1
50702,1
51031,2
51053,2
51101,7
51103,1
51343,1
51501,2
51503,1
51573,1
51577,1
51601,16
51636,4
51647,3
52001,5
52240,2
52241,3
52242,16
52245,3
52339,17
52353,1
52401,30
52556,1
52583,1
52601,7
52619,1
52654,1
52722,12
52732,1
52761,2
52773,1
52778,1
52801,23
52807,1
53005,4
53013,4
53016,6
53018,1
53022,7
53024,6
53029,1
53037,8
53039,1
53045,1
53051,4
53066,1
53072,2
53081,1
53090,1
53092,3
53094,3
53097,2
53104,6
53105,4
53110,5
53120,6
53121,14
53122,10
53128,5
53132,12
53140,3
53143,4
53150,4
53167,1
53172,13
53181,2
53184,1
53186,6
53188,4
53190,1
53203,69
53204,2
53206,3
53207,6
53208,21
53209,9
53210,1
53213,1
53214,8
53215,1
53218,4
53219,1
53220,2
53221,14
53222,2
53224,1
53295,2
53405,21
53406,2
53527,2
53533,2
53538,10
53545,2
53562,1
53565,1
53566,1
53597,3
53703,7
53705,1
53714,3
53715,31
53716,4
53717,2
53726,1
53901,3
53916,1
53919,2
53933,1
53959,2
54009,1
54016,1
54022,1
54140,6
54143,2
54153,2
54229,1
54235,1
54303,10
54307,1
54313,1
54401,11
54409,1
54410,17
54411,1
54449,1
54467,1
54469,1
54481,14
54482,1
54501,3
54539,1
54545,3
54603,9
54660,1
54669,3
54701,2
54703,3
54724,1
54729,1
54732,2
54746,7
54812,2
54836,1
54854,1
54868,1
54901,15
54902,1
54909,1
54911,28
54914,1
54915,1
54929,1
54942,1
54956,1
54961,2
55008,1
55011,1
55014,4
55016,1
55024,1
55033,10
55044,1
55045,9
55056,5
55060,7
55070,3
55071,1
55076,1
55101,43
